IFG_td    anterior_cingulate_aal    caudate_td    cingulate    insula_td    middleFG_td    middleTG_aal    middleTG_td    nacc_ibaspm71    putamen_aal
  -1,6363569e-03   2,5545553e-02   5,9769689e-02  -2,1924367e-02   3,8133964e-04   4,2480529e-04   1,8016416e-02   1,8977218e-02   7,1682235e-02   3,8281936e-02
  -8,4345122e-04   4,1718001e-03   2,3744470e-02   7,0880983e-03  -1,0937394e-03  -1,5071374e-02  -7,2073433e-03  -1,2156814e-02   3,9001633e-02   6,5392570e-03
  -1,7213029e-02  -2,4429033e-02  -1,3920457e-02  -2,6743522e-02  -1,8402329e-02  -1,4194156e-02  -2,1691612e-02  -1,9861437e-02  -2,2411446e-02  -3,4368790e-02
   3,3099853e-02   5,9567308e-02   7,0822157e-02   1,0672436e-02   9,0574261e-03   4,6153207e-02   3,3373019e-02   2,7743659e-02  -1,2734715e-02   2,0430077e-02
  -1,6754631e-03  -4,9098734e-03   3,5061739e-02   1,9604693e-03  -1,7326364e-02   1,8479857e-03   8,0627157e-03   9,3118139e-03   5,6637971e-02   1,6263569e-02
  -2,8820488e-02  -2,8759896e-02  -6,8337929e-04  -6,5879621e-03   2,4359328e-03  -4,2690687e-02  -1,8773686e-02  -2,1594114e-02   6,5330552e-03  -3,2944413e-03
   5,8397212e-02   5,4401833e-02   5,7226221e-02   4,2491623e-02   4,3153913e-02   4,1587313e-02   6,3390397e-02   5,7293821e-02   6,9870215e-02   4,4090671e-02
   4,3234862e-02   4,0575636e-02   3,7644856e-02  -7,8137074e-03   2,3774580e-02   3,3284938e-03   5,1230242e-02   4,5520967e-02   5,1457341e-02   3,0589237e-02
   5,1389066e-02   3,5828529e-02   4,5983866e-02   3,0069156e-02   1,4753943e-02   2,9799884e-02   4,8277166e-02   4,2684681e-02   5,2198374e-02   3,4279340e-03
   4,0192165e-02   2,0923780e-02   4,7355598e-02   5,3377480e-03   1,9378004e-02   5,7771688e-03   3,0923387e-02   2,9514339e-02   6,2636652e-02   2,4778285e-02
  -5,3475950e-02  -2,0142882e-02  -1,7833732e-02  -4,6625106e-02  -7,1150184e-02  -1,4276663e-02  -4,6596049e-02  -4,2982972e-02  -2,3707479e-03  -3,4875840e-02
   4,8915112e-02   5,0750647e-02  -2,9586996e-02   5,1965036e-02   2,8719443e-02   5,0857524e-02   6,1068666e-02   5,7696279e-02   6,9081740e-02   1,5807399e-02
   1,9633724e-02   3,8718379e-02   3,5359620e-02   1,4487285e-02   1,6481270e-02  -1,5965373e-02   5,5605425e-02   4,9177744e-02   4,8211673e-02   5,2872365e-02
  -1,2093802e-02   6,5556279e-03   1,7129464e-02   2,4794947e-02   1,1621897e-02   2,3641885e-02   2,1722338e-03   6,7119927e-03  -1,2829675e-02   2,1363422e-02
  -1,9159213e-02   2,8700310e-02   1,7752811e-02  -6,3448880e-04   1,9187397e-03  -2,2251985e-02  -2,2843882e-02  -2,3118959e-02   5,3775405e-02  -2,7118792e-02
   9,3697663e-02   9,1173239e-02   1,3176317e-01   4,7008725e-02   6,5210185e-02   5,8179806e-02   7,3181608e-02   6,9008539e-02   1,9322352e-01   7,5313087e-02
  -4,3290203e-02  -1,8211509e-02  -7,2140596e-02  -1,9407440e-02  -3,6601784e-02  -4,2242474e-02  -3,8763544e-02  -3,6274678e-02  -4,4202384e-02  -3,1097570e-02
  -3,5320214e-02  -3,4058916e-02  -2,2389481e-02  -1,6231734e-02  -2,3020241e-02  -1,2402015e-02  -2,9257430e-02  -2,3936023e-02  -1,3349839e-02   1,1060594e-03
  -1,5853436e-02  -3,0019841e-02   6,0491782e-03  -2,0458336e-02  -1,6558764e-02  -3,8662572e-03  -8,1005995e-03  -5,8253440e-03   6,6032574e-03  -1,1921661e-02
  -8,3713944e-02  -7,3793607e-02  -5,8775158e-02  -4,5026969e-02  -7,3524829e-02  -5,4107746e-02  -5,9090893e-02  -5,6442354e-02  -1,1636947e-01  -5,9033740e-02
   1,7536629e-02   6,7160073e-03   1,1421314e-02  -1,4978842e-02  -9,6456090e-03   1,4296341e-02   2,2838568e-02   1,8107969e-02   3,6136058e-02  -4,3030287e-03
   1,1621634e-02  -2,3230275e-02   1,1617640e-02  -4,0824895e-03  -7,5531720e-03   1,4481588e-02   5,3689504e-03   4,1925961e-04  -3,5260049e-02  -1,3572629e-02
  -2,5992704e-02  -2,1236109e-02  -1,5581418e-02  -3,6656923e-02  -4,1089661e-02  -1,2806972e-02  -2,2110480e-02  -2,1207541e-02   5,1561680e-02  -4,1798322e-02
  -1,7998975e-02  -3,0383201e-02  -1,9415382e-03  -5,5493490e-03  -3,8933039e-03   8,5366382e-04  -2,6902442e-02  -2,5295680e-02  -1,9375442e-02   6,1362637e-03
  -2,9171508e-02   1,5292261e-02  -7,4503335e-03  -1,6806707e-03  -4,0483811e-02  -2,7384819e-02  -1,9863777e-03   8,3928760e-03   4,1255762e-02  -1,5470306e-02
   4,0349407e-02   1,6657855e-02   3,2803718e-02   1,8975760e-02   4,1618413e-02   2,1617065e-02   3,9627979e-02   3,3925424e-02   8,7618099e-02   6,1402826e-02
  -2,2620195e-02   3,8925002e-03  -1,7856923e-03   1,2422049e-02  -2,2182048e-02   5,9012339e-03   1,5467658e-02   2,0916007e-02   1,2129596e-02  -1,2363142e-02
  -1,7423808e-01  -1,3517676e-01  -9,9775404e-02  -6,4775829e-02  -1,9151344e-01  -8,9971861e-02  -9,3502723e-02  -8,1671298e-02  -1,7893914e-01  -1,3235047e-01
  -3,1141252e-02  -2,1578747e-02  -1,2357647e-02  -1,8802912e-02  -2,1571524e-02  -3,3128290e-02  -6,8709724e-03  -2,9865749e-03   5,5440580e-02  -3,9242402e-02
   1,9876461e-02   7,8538455e-02   5,6145148e-02   2,3140156e-02   2,5370887e-02   3,0043292e-02   5,4316210e-03   1,3431270e-02   1,1371591e-01   4,2516101e-02
  -4,0459607e-02   8,1365229e-04  -2,0880626e-02   1,9587525e-02  -3,8440644e-02  -3,0499823e-02  -2,0163043e-02  -1,7079717e-02   1,5531698e-03   6,1274559e-03
  -5,3536199e-02  -2,1119209e-02  -3,8275395e-02  -1,0034359e-02  -8,9433095e-03  -4,5534288e-02  -4,0197263e-02  -4,0547658e-02  -4,8485292e-02  -1,5944480e-02
   2,9893689e-02   1,4640113e-02   5,0948417e-03   2,0530961e-02   1,1212967e-02   2,1831632e-02   3,1441856e-02   3,1425329e-02   2,0026321e-02  -1,6997237e-03
  -5,8596518e-03   2,1545563e-02   3,9191894e-02  -9,2812055e-03  -1,0638415e-02  -4,7169465e-03   4,2109958e-03   2,7492452e-03   2,3553483e-02   2,9891699e-02
  -2,9676229e-04   5,0074261e-02   2,4123992e-02   2,0094680e-02   1,6291222e-02  -2,2511737e-02   4,2531448e-02   4,1601463e-02   4,7730473e-02   2,0146375e-02
   7,7928373e-03   2,3505281e-02   1,7630787e-02   1,2598572e-02   4,0073144e-02   1,3831998e-03  -5,6429403e-03  -4,1052279e-03   8,9895786e-02   4,4241247e-02
   5,7813151e-02   6,7393006e-03   5,7371620e-02   1,8177917e-02   8,8299800e-03   4,7576147e-02   4,3764398e-02   4,4357241e-02   7,7502579e-02   5,0516612e-02
   3,6645315e-02   3,0774640e-02   3,4474316e-02   1,0865654e-02   3,6107144e-02  -4,3877988e-03   1,7818314e-02   2,0042496e-02   5,7511230e-02   2,7892374e-02
  -1,4211417e-01  -1,4211272e-02  -6,0632776e-02  -4,6245614e-02  -1,3579035e-01  -1,0726103e-01  -1,1106784e-01  -1,1638985e-01  -1,2394957e-01  -1,0398470e-01
   1,2308073e-02  -1,1529286e-02   4,0979258e-02   3,2989834e-03  -1,1837276e-02   7,2837135e-03   1,1997573e-02   1,0967993e-02   4,7947872e-02   3,2302984e-02
   1,4135412e-03  -2,7370541e-02  -1,7597988e-02   5,3234803e-03  -1,5082262e-02   1,9517656e-03   1,6954570e-02   1,7962713e-02  -3,1714309e-02   5,3920070e-04
  -4,2345842e-03  -5,3686222e-03   3,1557890e-03  -3,2309343e-02  -3,9148474e-02  -1,0105410e-02   1,8279652e-02   2,6715368e-02   7,0615138e-02  -2,6682140e-03
   8,4980927e-03  -3,8444228e-03  -2,7105203e-02   3,8066408e-03   2,2446938e-02  -2,0657486e-02  -2,3486794e-02  -2,1016107e-02   5,2688222e-03  -2,7320238e-03
  -5,7366127e-02  -1,0053254e-02   2,0339329e-03  -3,0210582e-02  -4,7531601e-02  -4,0979136e-02  -5,6285527e-02  -4,5106304e-02   2,9363217e-02  -3,2705316e-02
   4,5853653e-02   5,2000330e-02   3,5784459e-02   1,0162773e-02   5,0314327e-02  -3,0620001e-03   1,3346134e-02   9,9269192e-03   5,3741235e-02   5,2309516e-02
   6,1029185e-02   5,6323195e-02   1,2885516e-01   4,5465280e-02   8,7656804e-02   3,2148491e-02   9,3859803e-02   9,0391578e-02   2,9732391e-02   7,1598942e-02
  -7,0818188e-02  -4,1500692e-02  -1,1856446e-02  -4,0985076e-02  -6,7574949e-02  -5,6912824e-02  -4,8199040e-02  -4,3657564e-02  -1,3889207e-02  -3,5909804e-02
  -5,0173914e-02  -3,1337698e-02  -4,2293349e-02  -5,9095644e-03  -2,9083162e-03  -2,5186962e-02  -5,0895664e-02  -4,8278515e-02  -2,5722404e-02  -3,3096625e-02
   1,9906086e-02   9,9413586e-03   1,2141927e-02   1,8371597e-02   2,5350456e-02   1,9335248e-02   1,0443500e-02   1,1028254e-02   3,5594758e-03   2,1349998e-02
   3,5713545e-02   2,5319212e-03   1,0783747e-03   7,5633085e-03   1,3181932e-02  -7,7407592e-04   2,8992963e-02   2,5605102e-02   5,0730055e-02   2,6372976e-02
   2,2275804e-02   1,9002005e-02   2,1894128e-02   4,4128893e-02   3,9805765e-02   4,3396291e-02   1,8841728e-02   1,0841183e-02  -1,5468785e-02   2,3772892e-02
   1,6395283e-02   2,5234720e-02   6,9020710e-02   1,7366791e-02   5,5919294e-03   2,9276933e-02   1,3771686e-02   1,7147096e-02   8,6722290e-02   2,2030426e-02
   4,0035245e-02   4,9909051e-02   6,0234932e-02   5,2137632e-02   5,1398205e-02   3,5389332e-02   4,8401688e-02   4,4379108e-02   9,1603201e-02   3,1309752e-02
   3,1133298e-02  -2,9963477e-03  -1,1518492e-02   1,8982583e-02   9,8986223e-03   4,0349787e-02   2,5090499e-02   2,2169722e-02   3,4338559e-02   1,1604614e-02
  -3,1851292e-02  -7,4561626e-03  -2,9324104e-02  -2,3464368e-02  -1,7497526e-04  -4,5394767e-02  -5,1376055e-02  -4,3911923e-02  -4,5243945e-02  -2,5592566e-03
  -2,8662565e-03   1,5266105e-02   5,5961607e-02   1,1879182e-02  -2,0194696e-02  -3,9476692e-03  -1,7127032e-02  -1,4192728e-02   5,2782945e-02  -2,7629771e-03
   3,6396017e-02   4,0887157e-02   6,9476796e-02   3,2925516e-02   2,8254070e-02   3,6278349e-02   5,1401816e-02   4,9818007e-02   8,1238149e-02   3,2682562e-02
  -3,2847256e-02   1,6678647e-02   1,6395809e-02  -2,1015125e-02  -1,8230277e-02  -2,5343181e-02   1,6163866e-02   5,1808194e-03   4,0879773e-02   3,4948051e-03
  -3,5322938e-02  -3,8695921e-02  -2,0105263e-02  -3,0367333e-02  -3,7464051e-02  -4,3335671e-02  -3,1567181e-02  -2,8465335e-02   7,6904383e-03  -4,7161963e-02
   5,3117538e-02   2,7523051e-02   7,9627809e-02   2,9740202e-02   4,8734511e-02   2,4675900e-02   2,8949292e-03  -8,6034877e-04   2,7108905e-02   2,2180076e-02
   3,9231992e-02   1,9451594e-02   2,1470058e-02   6,7341573e-03   3,9927690e-02   3,9648562e-02   6,0501744e-03   6,7547430e-03   5,0213169e-02   4,2550139e-02
